1,59
2,3
2,10
2,16
2,19
2,22
2,23
2,25
2,27
2,28
2,29
2,30
2,31
2,36
2,37
2,42
2,43
2,44
2,45
2,46
2,48
2,49
2,52
2,54
2,55
2,61
2,62
2,65
2,66
2,67
2,68
2,70
2,72
2,74
2,75
2,76
2,77
2,78
2,79
2,80
2,82
2,86
2,87
2,88
2,89
2,90
2,95
3,10
3,16
3,19
3,22
3,23
3,25
3,27
3,28
3,29
3,30
3,31
3,36
3,37
3,42
3,43
3,44
3,45
3,46
3,48
3,49
3,52
3,54
3,55
3,61
3,62
3,65
3,66
3,67
3,68
3,70
3,72
3,74
3,75
3,76
3,77
3,78
3,79
3,80
3,82
3,86
3,87
3,88
3,89
3,90
3,95
4,6
4,8
4,9
4,14
4,15
4,21
4,26
4,34
4,57
4,63
4,85
5,40
5,94
6,8
6,9
6,14
6,15
6,21
6,26
6,34
6,57
6,63
6,85
7,12
7,24
7,28
7,41
7,56
7,73
7,81
7,91
8,9
8,14
8,15
8,21
8,26
8,34
8,57
8,63
8,85
9,14
9,15
9,21
9,26
9,34
9,57
9,63
9,85
10,16
10,19
10,22
10,23
10,25
10,27
10,28
10,29
10,30
10,31
10,36
10,37
10,42
10,43
10,44
10,45
10,46
10,48
10,49
10,52
10,54
10,55
10,61
10,62
10,65
10,66
10,67
10,68
10,70
10,72
10,74
10,75
10,76
10,77
10,78
10,79
10,80
10,82
10,86
10,87
10,88
10,89
10,90
10,95
11,13
11,20
11,38
11,47
11,53
11,96
12,24
12,28
12,41
12,56
12,73
12,81
12,91
13,20
13,38
13,47
13,53
13,96
14,15
14,21
14,26
14,34
14,57
14,63
14,85
15,21
15,26
15,34
15,57
15,63
15,85
16,19
16,22
16,23
16,25
16,27
16,28
16,29
16,30
16,31
16,36
16,37
16,42
16,43
16,44
16,45
16,46
16,48
16,49
16,52
16,54
16,55
16,61
16,62
16,65
16,66
16,67
16,68
16,70
16,72
16,74
16,75
16,76
16,77
16,78
16,79
16,80
16,82
16,86
16,87
16,88
16,89
16,90
16,95
17,32
17,50
17,51
17,58
18,35
18,93
19,22
19,23
19,25
19,27
19,28
19,29
19,30
19,31
19,36
19,37
19,42
19,43
19,44
19,45
19,46
19,48
19,49
19,52
19,54
19,55
19,61
19,62
19,65
19,66
19,67
19,68
19,70
19,72
19,74
19,75
19,76
19,77
19,78
19,79
19,80
19,82
19,86
19,87
19,88
19,89
19,90
19,95
20,38
20,47
20,53
20,96
21,26
21,34
21,38
21,57
21,63
21,69
21,85
22,23
22,25
22,27
22,28
22,29
22,30
22,31
22,36
22,37
22,42
22,43
22,44
