16,47
16,48
16,49
16,52
16,53
16,56
16,57
16,58
16,58
16,60
16,61
16,62
16,64
16,65
16,66
16,69
16,70
16,74
16,76
16,77
16,79
16,83
16,84
16,86
16,88
16,90
16,90
16,91
16,93
17,18
17,19
17,27
17,33
17,34
17,36
17,37
17,40
17,42
17,43
17,47
17,48
17,49
17,53
17,58
17,60
17,61
17,62
17,65
17,66
17,69
17,83
17,84
17,86
17,90
17,91
17,93
18,19
18,24
18,27
18,33
18,34
18,36
18,37
18,37
18,40
18,42
18,43
18,44
18,47
18,48
18,49
18,52
18,53
18,56
18,57
18,58
18,58
18,60
18,61
18,62
18,64
18,65
18,66
18,69
18,70
18,74
18,76
18,77
18,79
18,83
18,84
18,86
18,88
18,90
18,90
18,91
18,93
19,27
19,33
19,34
19,36
19,37
19,40
19,42
19,43
19,47
19,48
19,49
19,53
19,58
19,60
19,61
19,62
19,65
19,66
19,69
19,83
19,84
19,86
19,90
19,91
19,93
20,54
20,75
20,82
20,89
21,24
21,26
21,29
21,33
21,41
21,46
21,52
21,55
21,63
21,80
21,92
22,23
22,25
22,28
22,30
22,32
22,38
22,78
22,85
22,87
23,25
23,28
23,30
23,32
23,38
23,78
23,85
23,87
24,26
24,29
24,33
24,37
24,41
24,44
24,46
24,52
24,52
24,55
24,56
24,57
24,58
24,63
24,64
24,70
24,74
24,76
24,77
24,79
24,80
24,88
24,90
24,92
25,28
25,30
25,32
25,38
25,78
25,85
25,87
26,29
26,33
26,41
26,46
26,52
26,55
26,63
26,80
26,92
27,33
27,34
27,36
27,37
27,40
27,42
27,43
27,47
27,48
27,49
27,53
27,58
27,60
27,61
27,62
27,65
27,66
27,69
27,83
27,84
27,86
27,90
27,91
27,93
28,30
28,32
28,38
28,78
28,85
28,87
29,33
29,41
29,46
29,52
29,55
29,63
29,80
29,92
30,32
30,38
30,78
30,85
30,87
31,35
31,50
31,59
31,71
31,72
31,81
31,95
31,96
32,38
32,78
32,85
32,87
33,34
33,36
33,37
33,40
33,41
33,42
33,43
33,46
33,47
33,48
33,49
33,52
33,53
33,55
33,58
33,60
33,61
33,62
33,63
33,65
33,66
33,69
33,80
33,83
33,84
33,86
33,90
33,91
33,92
33,93
34,36
34,37
34,40
34,42
34,43
34,47
34,48
34,49
34,53
34,58
34,60
34,61
34,62
34,65
34,66
34,69
34,83
34,84
34,86
34,90
34,91
34,93
35,50
35,59
35,71
35,72
35,81
35,95
35,96
36,37
36,40
36,42
36,43
36,47
36,48
36,49
36,53
36,58
36,60
36,61
36,62
36,65
36,66
36,69
36,83
36,84
36,86
36,90
36,91
36,93
37,40
37,42
37,43
37,44
37,47
37,48
37,49
37,52
37,53
37,56
37,57
37,58
37,58
37,60
37,61
37,62
37,64
37,65
37,66
37,69
37,70
37,74
37,76
37,77
37,79
37,83
37,84
37,86
37,88
37,90
37,90
37,91
37,93
38,78
38,85
38,87
38,94
39,42
39,46
39,51
39,61
39,62
40,42
40,43
40,47
40,48
40,49
40,53
40,58
40,60
40,61
40,62
40,65
40,66
40,69
40,83
40,84
40,86
40,90
40,91
40,93
41,46
41,52
41,55
41,63
41,80
41,92
42,43
42,46
42,47
42,48
42,49
42,51
42,53
42,58
42,60
42,61
42,61
42,62
42,62
42,65
42,66
42,69
42,83
42,84
42,86
42,90
42,91
42,93
43,47
43,48
43,49
43,53
43,58
43,60
43,61
43,62
43,65
43,66
43,69
43,83
43,84
43,86
43,90
43,91
43,93
44,52
44,56
44,57
44,58
44,64
44,70
44,74
44,76
44,77
44,79
44,88
44,90
45,67
45,68
45,73
46,51
46,52
46,55
46,61
46,62
46,63
46,80
46,92
47,48
47,49
47,53
47,58
47,60
47,61
47,62
47,65
47,66
47,69
47,83
47,84
47,86
47,90
47,91
47,93
48,49
48,53
48,58
48,60
48,61
48,62
48,65
48,66
48,69
48,83
48,84
48,86
48,90
48,91
48,93
49,53
49,58
49,60
49,61
49,62
49,65
49,66
49,69
49,83
49,84
49,86
49,90
49,91
49,93
50,59
50,71
50,72
50,81
50,95
50,96
51,61
51,62
52,55
52,56
52,57
52,58
52,63
52,64
52,70
52,74
52,76
52,77
52,79
52,80
52,88
52,90
52,92
53,58
53,60
53,61
53,62
53,65
53,66
53,69
53,83
53,84
53,86
53,90
53,91
53,93
54,75
54,82
54,89
55,63
55,80
55,92
56,57
56,58
56,64
56,70
56,74
56,76
56,77
56,79
56,88
56,90
57,58
57,64
57,70
57,74
57,76
57,77
57,79
57,88
57,90
58,60
58,61
58,62
58,64
58,65
58,66
58,69
58,70
58,74
58,76
58,77
58,79
58,83
58,84
58,86
58,88
58,90
58,90
58,91
58,93
59,71
59,72
59,81
59,95
59,96
60,61
60,62
60,65
60,66
60,69
60,83
60,84
60,86
60,90
60,91
60,93
61,62
61,62
61,65
61,66
61,69
61,83
61,84
61,86
61,90
61,91
61,93
62,65
62,66
62,69
62,83
62,84
62,86
62,90
62,91
62,93
63,80
63,92
64,70
64,74
64,76
64,77
64,79
64,88
64,90
65,66
65,69
65,83
65,84
65,86
65,90
65,91
65,93
66,69
66,83
66,84
66,86
66,90
66,91
66,93
67,68
67,73
68,73
69,83
69,84
69,86
69,90
69,91
69,93
70,74
70,76
70,77
70,79
70,88
70,90
71,72
71,81
71,95
71,96
72,81
72,95
72,96
74,76
74,77
74,79
74,88
74,90
75,82
75,89
76,77
76,79
76,88
76,90
77,79
77,88
77,90
78,85
78,87
79,88
79,90
80,92
81,95
81,96
82,89
83,84
83,86
83,90
83,91
83,93
84,86
84,90
84,91
84,93
85,87
86,90
86,91
86,93
88,90
90,91
90,93
91,93
95,96
