2,11
2,17
2,18
2,34
2,64
2,73
2,86
3,79
4,80
4,92
4,96
5,30
5,31
5,32
5,46
5,47
5,61
5,68
5,77
7,43
7,49
7,50
7,59
7,95
9,39
9,40
11,17
11,18
11,64
11,73
11,86
15,16
15,29
15,65
15,87
15,93
16,29
16,75
17,18
17,64
17,73
17,86
18,64
18,73
18,86
21,54
23,72
25,60
30,31
30,32
30,46
30,47
30,61
30,68
30,77
31,32
31,46
31,47
31,61
31,68
31,77
32,46
32,47
32,51
32,61
32,68
32,77
34,74
34,86
34,89
39,40
41,48
43,49
43,50
43,59
43,95
46,47
46,61
46,68
46,77
47,61
47,68
47,77
49,50
49,59
49,95
50,59
50,70
50,95
53,56
53,60
56,60
58,75
59,95
61,68
61,77
64,73
64,86
68,77
73,86
74,86
74,89
80,96
86,89
87,93
